image_name,image_path,image_size,noise_type,noise_intensities,noisy_psnr,noisy_ssim,Wavelet_psnr,Wavelet_ssim,Wavelet_psnr_norm,Bilateral_psnr,Bilateral_ssim,Bilateral_psnr_norm,DnCNN_psnr,DnCNN_ssim,DnCNN_psnr_norm,Hybrid_V1_psnr,Hybrid_V1_ssim,Hybrid_V1_psnr_norm,Hybrid_V2_psnr,Hybrid_V2_ssim,Hybrid_V2_psnr_norm
FZY00001.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00001.JPG,1024x682,gaussian,[25],20.32509780304713,0.7169918095968703,23.535084235244305,0.7921599522416574,0.0,26.66671252207701,0.8380399265290417,1.0,24.359813586442453,0.813922615725506,0.2633548032075895,25.36998096420175,0.8307177118470422,0.5859241777424489,25.16064742454551,0.8324858081846471,0.5190792266553708
FZY00002.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00002.JPG,1024x682,gaussian,[25],20.389344699587365,0.4169183730364697,23.69487888367171,0.5544140276895817,0.0,29.28338538380544,0.797411493557218,1.0,24.72481430701339,0.5745606571661698,0.1842952895048138,27.404361808373526,0.790679478058546,0.6637699937564803,25.65190975491442,0.6186357619413115,0.3501885291170154
FZY00003.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00003.JPG,1024x682,gaussian,[25],20.394325460428874,0.4168084634276302,23.721330482154062,0.5563316239298182,0.0,29.248548370248866,0.7949967197638405,1.0,24.725069039139065,0.5740915934292078,0.181599238044691,27.33281049303878,0.7878740044830113,0.6533992478681844,25.65143012235342,0.6179376248746037,0.3491991231893794
FZY00004.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00004.JPG,1024x682,gaussian,[25],20.383540734537725,0.4231343383750524,24.082398608522762,0.5802851298255091,0.0,29.20918840496332,0.7954573949226411,1.0,24.72059414153311,0.5790668054573926,0.12448248481992273,27.322083502965206,0.7885189047915259,0.631912955879662,25.707676941172014,0.6257209462866732,0.317016768227489
FZY00005.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00005.JPG,1024x682,gaussian,[25],20.27209224293024,0.6229479048950791,23.511592641793044,0.7206380689620487,0.0,27.020314596381013,0.8076645721747447,1.0,24.293647206214068,0.735146420035314,0.22288872545127653,26.083729848883813,0.8066862353297721,0.7330695450881962,25.12206897494606,0.7621485300396306,0.4589922923494049
FZY00006.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00006.JPG,1024x682,gaussian,[25],20.297170910845463,0.4146571113381549,23.895467258470298,0.5790647249998169,0.0,29.682318307080713,0.800922009188442,1.0,24.85763235752653,0.5816315467551462,0.16626747275399026,26.15362294770835,0.7797102790408209,0.39022184436219387,25.831938415360028,0.6297887180532201,0.3346329706127016
FZY00007.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00007.JPG,1024x682,gaussian,[25],20.30145738424025,0.41883017153802105,23.794344583407472,0.5797601469237259,0.0,29.659825721356306,0.803233945986063,1.0,24.86764041389243,0.5870108659919766,0.18298513033157446,26.11032209113332,0.7826623467939828,0.3948486838942845,25.82430048911933,0.6342622803458619,0.3460851476579357
FZY00008.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00008.JPG,1024x682,gaussian,[25],20.378806437446038,0.35241395885444676,23.68259444880101,0.5084677799877333,0.0,30.41254005706111,0.8009886891613225,1.0,24.994175797446264,0.5272688843072134,0.1948873623934591,26.334175832853276,0.768374055118563,0.39399744639805234,25.95204726960916,0.5786533661993233,0.3372171118326281
FZY00009.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00009.JPG,1024x682,gaussian,[25],20.374213971594017,0.3592386181583758,23.958220823274473,0.5216748686968663,0.0,30.309045038411618,0.797428758318579,1.0,24.962031440869946,0.5314425436219337,0.15805989641516097,26.288822871175487,0.7646362216023116,0.3669763118850054,25.96983854040605,0.5839509635000242,0.31674907838527505
FZY00010.JPG,/Users/fang50253/Desktop/Files/Documents/Pics/FZY00010.JPG,1024x682,gaussian,[25],20.327524746510356,0.36663355504075523,23.763432729211303,0.5224181422920287,0.0,30.17850513859277,0.7913050465659193,1.0,24.934843948707975,0.5369856959899031,0.1826029613919227,26.34449331910549,0.7665220663355676,0.4023431732617105,25.904308980261984,0.5869448419456509,0.3337259682244338
